,Date,User-ID,Message
12,March 2002,mbarto,"['thing', 'automatic-only', 'true', 'performance', 'sedan', 'book', 'certainly', 'europe', 'asia', 'america', 'oxymoron', 'possible', 'sad', 'manual', 'g35', 'comes', 'coupe', 'version', 'g35', 'interesting', 'enough', 'serious', 'contender', 'segment', 'riez', 'read', 'profile', 'manual', 'bmw', 'bmw', 'think', 'wrong', 'consider', 'car', 'infiniti', 'g35', 'serious', 'contender', 'performance', 'luxury', 'sedan', 'logic', 'bmw', 'bmw', 'wifes', 'bmw', 'steptronic', 'contenders', 'either', 'thats', 'belittling', 'infiniti', 'audi', 'lexus', 'acuras', 'bmw', 'etc', 'automatics', 'return', 'december', 'qatar', 'plan', 'purchasing', 'sports', 'sedan', 'im', 'leaning', 'g35', 'bmw', '330i', 'along', 'audi', 's4', 'also', 'contenders', 'imo', 'handling', 'infiniti', 'good', 'bmw', 'drove', 'stated', 'hard', 'pass', 'especially', 'price', 'also', 'first', 'choice', 'manual', 'infiniti', 'manual', 'december', 'test', 'drive', 'three', 'manual', 'automatics', 'make', 'choice', 'agree', 'manuals', 'fun', 'drive', 'first', 'choice', 'automatics', 'category', 'especially', 'made', 'bmw', 'infiniti', 'others', 'eliminated', 'performance', 'sedans', 'different', 'flavors', 'different', 'people', 'following', 'discussions', 'many', 'boards', 'noticing', 'many', 'experts', 'best', 'sports', 'sedan', 'havent', 'even', 'driven', 'competitors', 'give', 'honest', 'opinion', 'aimed', 'riez', 'shipko', 'profiles', 'states', 'bmw', 'already', 'noticed', 'bmw', 'supportors', 'dont', 'even', 'bmw', 'least', 'profile', 'state', 'never', 'drove', 'infiniti', 'g35', 'still', 'make', 'unsupported', 'facts', 'assumptions', 'opinions', 'see', 'edmunds', 'bmw', 'bmw', 'discussion', 'hope', 'defense', 'toyota', 'drove', 'automatic', 'infiniti', 'g35', 'give', 'opinionated', 'statement', 'doesnt', 'classify', 'performance', 'sedan', 'value', 'opinion', 'others', 'well', 'im', 'flaming', 'try', 'informed', 'consumer', 'buy', 'anything', 'reason', 'drive', 'every', 'car', 'im', 'interested', 'make', 'choice', 'im', 'also', 'always', 'interested', 'opinions', 'people', 'type', 'car', 'im', 'shopping', 'least', 'drove', 'give', 'valid', 'pronegative', 'statements', 'cheers']"
13,March 2002,hungrywhale,"['think', 'riez', 'trying', 'say', 'automatics', 'perform', 'poorly', 'weenies', 'drive', 'car', 'truly', 'holds', 'performance', 'sedan', 'needs', 'least', 'option', 'manual', 'tranny', 'manuals', 'always', 'faster', 'automatics', 'almost', 'always', 'choice', 'enthusiast', 'driver', 'theres', 'nothing', 'wrong', 'automatics', 'sure', 'dont', 'want', 'one']"
14,March 2002,blueguydotcom,['amen']
15,March 2002,dave330i,"['class', 'best', 'bang', 'buck', 'is300', 'assuming', 'one', 'live', 'styling', 'guess', 'im', 'one', 'likes', 'old', 'audi', 'styling', 'new', 'isnt', 'new', 'audi', 'pushing', '3600', 'lbs', 'thats', 'pretty', 'heavy', 'class']"
16,March 2002,blueguydotcom,"['even', '29k', '35k', 'msrp', 'is300', 'passed', 'never', 'drove', 'manual', 'one', 'werent', 'yet', 'even', 'manual', 'given', 'cars', 'horrible', 'drive-feel', 'poor', 'interior', 'lethargic', 'steering', 'dont', 'think', 'id', 'go', 'near', 'one', 'theyre', 'audibmwmbinfiniti']"
17,March 2002,wishnhigh1,"['never', 'liked', 'lexus', 'probably', 'never', 'would', 'rather', 'drive', 'cts', 'always', 'something', 'irritates', 'would', 'buy', 'toyota', 'lexus', 'personally', 'think', 'lexus', 'car', 'lineup', 'cheap', 'interior', 'much', 'sporting', 'character', 'toyota', 'deserves', 'something', 'like', 'though', 'also', 'dont', 'think', '215', 'horsepower', '29k', 'lot', 'bang', 'buck', 'considering', 'g35', 'price', '260', 'horsies']"
18,March 2002,dave330i,"['would', 'buy', 'toyota', 'lexushow', 'else', 'going', 'get', 'extra', '5k', 'reasonably', 'equipped', 'g35', 'goes', '33k']"
19,March 2002,riez,"['couldnt', 'said', 'better', 'ill', 'let', 'lead', 'services', 'mbarto', 'certainly', 'test', 'g35', 'manual', 'finally', 'comes', 'promise', 'automatics', 'make', 'nice', 'luxury', 'sedans', 'maybe', 'even', 'sporty', 'luxury', 'sedans', 'performance', 'sedans', 'luxury', 'performance', 'sedans', 'dont', 'even', 'consider', '540ia', 'sport', 'truly', 'worthy', 'though', 'close', 'one', 'get', 'automatic', 'could', 'get', 'wife', 'drive', 'manual']"
20,March 2002,mbarto,"['thanks', 'riez', 'let', 'know', 'im', 'sure', 'youll', 'get', 'chance', 'since', 'wont', 'return', 'december', 'curious', 'compares', 'bmw', 'speak', 'experience', 'ill', 'value', 'opinion', 'make', 'difference', 'married', 'lol', 'see', 'latest', 'discussions', 'infiniti', 'g35', 'vs', 'bmw', '330i', 'board', 'first', 'im', 'fortunate', 'wife', 'drive', 'manual', 'prefers', 'first', 'choice', 'automatic', 'appreciates', 'hard', 'work', 'sacrifice', 'im', 'knows', 'car', 'first', 'family', 'second', 'course', 'helps', 'cause', 'let', 'buy', 'new', 'dining', 'room', 'set', 'last', 'month', 'new', 'living', 'room', 'drapes', 'month', 'bribes', 'help', 'whatever', 'finally', 'decide', 'im', 'sure', 'shell', 'happy']"
21,March 2002,riez,"['mbarto', 'regards', 'bribes', 'issue', 'youve', 'figured', 'one', 'lifes', 'great', 'truism', 'get', 'want', 'get', 'want']"
22,April 2002,cybersol,"['someone', 'looking', 'purchase', 'new', 'performance', 'luxury', 'sedan', 'today', 'cars', 'would', 'take', 'look', 'test', 'drive', 'lets', 'say', 'time', 'look', 'fivewhat', 'five', 'would', 'look']"
23,April 2002,riez,"['since', 'manual', 'transmission', 'rwd', 'awd4wd', 'adds', 'much', 'weight', 'complexity', 'fun', 'drive', 'hard', '1', 'bmw', '3', 'series', 'manual2', 'lexus', 'is300', 'manual3', 'cadillac', 'cts', 'manual4', 'lincoln', 'ls6', 'manualif', 'want', 'affordable', 'go', 'fwd', 'add', 'nissan', 'nissan', '6-speed', 'lsd', 'maybe', 'nissan', '3', '5se', '5-speed', 'try', 'get', 'car', 'lsd', 'inline', '6s', 'magnificently', 'smooth', 'engines', 'possible', 'future', 'car', 'infiniti', 'g35', 'sedan', 'finally', 'gets', '6-speed', 'manual']"
24,April 2002,coolguyky7,"['tl', 'redesign', 'years', 'tl', 'would', 'outdated', 'far', 'future', 'besides', 'seems', 'like', 'everyone', 'drives', 'acura', 'drives', 'tl', 'love', 'es300', 'say', 'looks', 'bloated', 'dont', 'think', '34', 'angle', 'looks', 'impressive', 'interior', 'nice', 'car', 'get', 'money', 'would', 'buy', 'es300', 'heartbeat', 'never', 'like', 'past', 'ones', 'boring', 'styling', 'especially', 'since', 'last', 'two', 'generations', 'nearly', 'twins', 'go', 'es', 'besides', 'lexus', 'quality', 'ahead', 'acuras']"
25,April 2002,kdshapiro,"['new', 'es', 'smart', 'looking', 'car', 'notwithstanding', 'engine', 'issues', 'though', 'think', 'direct', 'price', 'competitors', 'like', 'i35', 'offer', 'better', 'overall', 'value', 'paper', 'havent', 'driven', 'either', 'new', 'model', 'drive', 'older', 'es300', 'job', 'well', 'great', 'cars', 'lexus', 'legendary', 'reliability', 'resale', 'value', 'infiniti', 'up-to-date', 'features']"
26,April 2002,blueguydotcom,"['um', 'left', 'infiniti', 'g35', 'bland', 'boring', 'brother', 'i35', 'es300s', 'competition', '29k', 'gets', 'someone', '4', 'door', '260', 'hp', 'performance', 'entry', 'level', 'luxury', 'sedan', 'sorts', 'goodies']"
27,April 2002,jagboyxkr,"['sorry', 'thought', 'already', 'taken', 'much', 'space', 'also', 'getting', 'tired', 'typing', 'check', 'infiniti', 'g35', 'maybe', 'ill', 'post', 'something', 'always', 'thought', 'i35s', 'looked', 'right', 'even', 'arent', 'exciting', 'cars', 'ever', 'built']"
28,April 2002,blueguydotcom,"['go', 'drive', 'one', 'theyre', 'blast', 'money', 'theyre', 'steal', 'someone', 'wants', 'entry', 'level', 'performance', 'luxury', 'great', 'price', 'gs', 'really', 'tough', 'beat', 'save', 'bmw', 'sort', 'stands', 'head', 'shoulders', 'competition']"
29,April 2002,steffie2jc,"['cant', 'make', 'decision', 'set', 'mb', 'c240', 'read', 'postings', 'people', 'got', 'lemons', 'starting', 'think', 'audi', '3', '0', 'cvt', 'front', 'wheel', 'drive', 'shoud', 'get', 'advice', 'low', 'manintenance', 'looking', 'thanks']"
30,April 2002,merc1,"['well', 'im', 'mercedes', 'fan', 'first', 'foremost', 'audi', '3', '0', 'cvt', 'offers', 'money', 'audi', 'better', 'interior', 'top', 'audi', 'engine', 'compared', 'c240', 'base', 'c', 'styling', 'least', 'good', 'mercedes', 'better', 'makes', 'pay', 'scheduled', 'maint', 'warranty', 'period', 'neither', 'car', 'low', 'maintanence', 'warranty', 'runs', 'especially', 'audi', 'fairly', 'different', 'transmission', 'youre', 'priced', 'cars', 'theyve', 'come', 'equal', 'go', 'audi', 'better', 'value']"
31,April 2002,popovs,"['think', 'excellentsp', 'cars', 'however', 'neither', 'one', 'low', 'maintenance', 'automobile', 'say', 'neither', 'brand', 'known', 'low', 'maintenance', 'offer', 'luxury', 'performance', 'aesthetically', 'pleasing', 'package', 'would', 'argue', 'superior', 'ownership', 'experience', 'someone', 'said', 'every', 'manifacturer', 'makes', 'lemons', '-', 'others', '-', 'internet', 'best', 'place', 'find', 'information', 'people', 'venting', 'representative', 'owner', 'community', 'although', 'speak', 'driving', 'merits', 'cars', 'suspect', 'similar', 'since', 'ive', 'heard', 'read', 'good', 'things', 'audi', 'cvt', 'c240', 'something', 'keep', 'mind', 'anytime', 'new', 'product', 'offered', 'industry', 'usually', 'takes', 'couple', 'years', 'company', 'work', 'bugs', 'technology', 'cars', 'relative', 'newcommers', 'market', 'facts', 'made', 'distinguished', 'companies', 'use', 'proven', 'powerplants', 'speak', 'conclusively', 'reliable', 'cars', 'whole', 'since', 'already', 'looking', 'alternatives', 'mb', 'reliability', 'concerns', 'may', 'worth', 'time', 'look', 'alternatives', 'audi', 'someone', 'suggested', 'help', 'choose', 'forum', 'try', 'looking', 'lexus', 'answer', 'seem', 'make', 'reliable', 'cars', 'also', 'cheap', 'keep', 'running', 'course', 'get', 'issue', 'european', 'vs', 'asian', 'luxury']"
32,April 2002,popovs,"['come', 'attention', 'late', 'mb', 'taken', 'hit', 'reputation', 'people', 'quick', 'point', 'recent', 'survey', 'results', '-', 'european', 'domestic', '-', 'say', 'mercedes', 'longer', 'reliable', 'surveys', 'show', 'statistically', 'speaking', 'mb', 'much', 'doubled', 'amount', 'repairs', 'warranty', 'wont', 'deny', 'findings', 'try', 'justify', '1st', 'foremost', 'mb', 'comming', 'newer', 'designs', 'every', 'year', 'updating', 'cars', 'inside', 'anytime', 'new', 'product', 'makes', 'debue', 'takes', 'couple', 'tries', 'get', 'kinks', 'worked', 'secondly', 'according', 'mbspy', 'com', 'mercedes', 'accounted', 'half', 'profits', 'dcx', 'last', 'year', 'think', 'mb', 'used', 'cash', 'cow', 'keep', 'jeep', 'co', 'affloat', 'thereby', 'driving', 'mercedes', 'cost-cutting', 'corparate', 'pressure', 'lower', 'quality', 'parts', 'equal', 'lower', 'overall', 'car', 'quality', 'two', 'get', 'things', 'going', 'feel', 'free', 'agree', 'disagree']"
33,April 2002,mvargo1,"['much', 'debate', 'subject', 'want', 'reliable', 'car', 'buy', 'japanese', 'want', 'drivers', 'car', 'used', 'buy', 'european', 'japanese', 'quality', 'better', 'consistantly', 'anyone', 'else', 'also', 'get', 'lot', 'car', 'money', 'japanese', 'vehicle', 'time', 'europeans', 'built', 'best', 'driving', 'cars', 'world', 'sadly', 'days', 'passing', 'japanese', 'keep', 'building', 'cars', 'closer', 'closer', 'european', 'driving', 'dynamics', 'gs', 'series', 'lexuslexi', 'q45', 'g35', 'infinitis', 'europeans', 'quality', 'especially', 'daimlerchrysler', 'keeping']"
34,April 2002,wishnhigh1,"['gave', 'nationality', 'based', 'generalizations', 'couple', 'years', 'ago']"
35,April 2002,cybersol,"['im', 'interested', 'towards', 'performance', 'luxury', 'also', 'value', 'important', 'component', 'although', 'money', 'buy', 'cars', 'also', 'fun', 'things', 'places', 'spend', 'im', 'looking', 'buy', 'car', 'keep', 'around', '7-10', 'years', 'sunny', 'snow', 'well', 'also', 'want', 'automatic', 'cvtgasp', 'right', 'five', 'going', 'look', 'closely', 'follows1', 'bmw', '330i2', 'audi', 'audi', '3', '0', 'cvt3', 'infiniti', 'g354', 'acura', 'tl-s5', 'nissan', 'nissan', '3', '5', 'sethe', 'bmw', 'represents', 'top', 'class', 'also', 'highest', 'price', 'nissan', 'represents', 'performance', 'oriented', 'family', 'car', 'cheaper', 'class', 'cars', 'bmw', 'nissan', 'bracket', 'value', 'equation', 'three', 'potential', 'compete', 'dollars', 'cars', 'missing', 'is300', 'small', 'styling', 'cts', 'volvo', 't5', '9-5', 'aero', 'es300', 'i35', 'dont', 'enough', 'performance', 'everything', 'expensive', 'comparibly', 'equipped', '330i', 'also', 'excluded', 'guys', 'think', 'anything', 'missingthanks', 'cybersol']"
36,April 2002,riez,"['cybersol', 'cant', 'fathom', 'would', 'want', 'go', 'slushbox', 'loss', 'comparing', 'fwd', 'rwd', 'like', 'apples', 'oranges', 'sure', 'sort', 'real', 'price', 'range', 'looking', '330i', 'options', 'might', 'push', '40', '000', 'might', 'really', 'consider', 'much', 'less', 'expensive', '325i', 'nissan', '3', '5se', 'options', 'might', '25', '000', 'msrp', 'read', 'motor', 'trends', 'review', 'i35', 'enough', 'performance', '0-60', 'mph', '7', '0', 'seconds', 'fastest', 'comparison', 'test', 'sport', 'package', 'might', 'better', 'loaded', 'nissan', 'se', 'gle', 'saving', 'thousands', 'i35', 'might', 'also', 'consider', 'volkswagen', 'volkswagen', 'also', 'awd', 'like', 'awd', 'jag', 'x-type', 'list', 'domestic', 'corner', 'might', 'also', 'consider', 'lincoln', 'ls', '6', '8', 'chrysler', 'chrysler', 'surprised', 'list', 'excludes', 'mercedes', 'mercedes', 'live', 'fwd', 'automatic', 'loaded', 'toyota', 'honda', 'v-6', 'toyota', 'might', 'acceptable', 'near', 'nissan', 'price', 'range']"
37,April 2002,cybersol,"['sorry', 'disappoint', 'slushbox', 'life', 'would', 'boring', 'would', '1', 'car', 'type', 'would', 'prefer', 'rwd', 'best', 'fwds', 'torque', 'sensitive', 'steering', 'getting', 'close', 'enough', 'bring', 'acceptable', 'price', 'premium', 'rwd', 'price', 'range', '25-40k', 'mention', 'volkswagen', 'chrysler', '325i', 'slow', 'c', 'classes', 'either', 'slow', 'expensive', 'bmw', 'would', 'choose', 'bmw', 'x-type', 'similarly', 'priced', 'live', 'sun', 'country', 'nissan', 'better', 'value', 'i35', 'good', 'suggestion', 'considering', 'equally', 'nissan', 'lower', 'end', 'wife', 'loves', 'toyota', 'im', 'looking', 'excitement', 'slushbox', 'thanks', 'cybersol']"
38,April 2002,kdshapiro,"['new', 'nissan', 'great', 'friends', 'bought', 'one', 'however', 'dollar', 'dollar', 'think', 'nissan', 'over-all', 'winner', 'fwd', 'car', 'live', 'without', 'amenities', 'i35', 'gle', 'leather', 'sunroof', 'bose', 'cant', 'beat', 'ive', 'owned', 'two', 'maximas', 'recently', 'made', 'jump', '330i', 'worth', 'every', 'penny', 'however', 'g35', 'owners', 'passionate', 'choices', 'couple', 'dollars', 'nissan', 'hovering', 'around', 'i35', 'guess', 'tl-s', 'cant', 'beat', 'either', 'understand', 'comes', 'pick', 'think', 'right', 'combination', 'value', 'performance', 'luxury', 'right', 'type', 'car', 'every', 'person', 'different', 'got', 'bmw', 'cross-shopping', 'suvs', 'mini-vans', 'fwd', 'passenger', 'cars', 'see', 'struck', 'fancy', 'ready', 'get', 'ford']"
39,April 2002,riez,"['cybersol', 'excitement', 'slushbox', 'dont', 'seem', 'compatible', 'cant', 'get', 'excited', 'fwders', 'certainly', 'slushbox', 'fwder', 'sure', 'mean', 'best', 'fwders', 'torque', 'sensitive', 'steering', 'powerful', 'fwders', 'tend', 'suffer', 'severe', 'torque', 'steering', 'use', 'equal', 'length', 'half-shafts', 'limited', 'slip', 'differential', 'help', 'completely', 'eliminate', 'laws', 'physics', 'remain', 'drive', 'wheels', 'steering', 'wheels', 'one', 'powerful', 'motor', 'youll', 'get', 'torque', 'steering', 'kids', 'plan', 'near', 'future', 'considered', 'coupes', 'convertibles', 'bit', 'exciting']"
40,April 2002,dave330i,"['excitement', 'slushbox', 'dont', 'seem', 'compatible', 'agreed', 'unfortunately', 'american', 'drivers', 'dont', 'seem', 'get', 'care', 'silly', 'stuff', 'like', '0-60', '14', 'mile', 'hp', 'torque', 'numbers', 'choose', 'miss', 'fun', 'part', 'driving']"
41,April 2002,cybersol,"['riez', 'heard', 'speed', 'sensitive', 'steering', 'varies', 'power', 'steering', 'boost', 'speed', 'acura', 'claims', 'torque', 'sensitive', 'power', 'steering', 'tl-s', 'tl', 'though', 'would', 'supposedly', 'vary', 'power', 'steering', 'boost', 'torque', 'applied', 'theory', 'could', 'eliminate', 'large', 'amount', 'torque', 'steer', 'found', 'powerful', 'fwd', 'cars', 'still', 'doesnt', 'eliminate', 'fwd', 'tendency', 'steer', 'due', 'drive', 'wheels', 'turning', 'wheels']"
42,April 2002,riez,"['cybersol', 'two', 'types', 'tied', 'engine', 'output', 'tied', 'road', 'speed', 'heard', 'latter', 'superior', 'since', 'vary', 'engine', 'speeds', 'rpms', 'lot', 'depending', 'upon', 'gear', 'used', 'speed', 'even', 'driving', 'relative', 'steady', 'speeds', 'better', 'systems', 'vary', 'boost', 'road', 'speed', 'since', 'normally', 'need', 'assist', 'low', 'speeds', 'regardless', 'engine', 'rpms', 'lengthy', 'full-color', 'tl', 'brochure', 'says', 'steering', 'variable', 'power-assist', 'rack-and-pinion', 'tech', 'specs', 'page', '30', 'cannot', 'find', 'single', 'mention', 'steering', 'system', 'anywhere', 'else', 'brochure', 'acura', 'thinks', 'variable', 'assist', 'power', 'steering', 'system', 'special', 'keeping', 'secret', 'large', 'brochure', 'covers', 'tl', 'tl', 'type']"
43,April 2002,cybersol,"['yeah', 'brouchure', 'dont', 'mention', 'difference', 'tl', 'tl-s', 'though', 'say', 'variable', 'power', 'assist', 'say', 'varies', 'acura', 'website', 'tl', '-', 'specifications', '-', 'bodysuspensionchassis', 'sayssteering', 'type', 'tl', 'type', '-', 'torque-sensitive', 'variable', 'power-assisted', 'rack-and-pinion', 'steering', '3', '2tl', '-', 'speed-sensitive', 'variable', 'power-assisted', 'rack-and-pinion', 'steeringheres', 'link', 'want', 'check', 'outhttpwww', 'acura', 'commodel_tltl_spec_results', 'asphard', 'find', 'secret']"
44,April 2002,riez,"['cybersol', 'ive', 'read', 'better', 'variable', 'power', 'assist', 'system', 'tied', 'road', 'speed', 'engine', 'rpms', 'get', 'car', '25', 'mph', 'isnt', 'much', 'need', 'assist', 'even', 'rpms', 'decline', 'due', 'turning', 'downshifting', 'certainly', 'hit', '45', 'mph', 'isnt', 'much', 'need', 'assist', 'matter', 'happens', 'rpms', 'keep', 'mind', 'torque', 'steering', 'isnt', 'due', 'steering', 'system', 'due', 'factors', 'pronounced', 'powerful', 'fwders', 'corrective', 'actions', 'include', 'limited', 'slip', 'differentials', 'equal', 'half-shafts', 'need', 'provide', 'equal', 'power', 'simultaneously', 'drive', 'wheels', 'standing', 'start', 'floor', 'car', 'see', 'wheel', 'pulls', 'one', 'direction', 'youll', 'correct', 'steering', 'wheel', 'keep', 'car', 'straight', 'youll', 'already', 'encountered', 'torque', 'steering', 'also', 'notice', 'aggressively', 'accelerating', 'curve', 'wheels', 'pull', 'intended', 'direction', 'correct']"
45,April 2002,beartrax79,"['read', 'group', 'alot', 'references', 'went', 'audi', 'give', 'guy', 'hand', 'compare', 'audi', 'audi', '3', '0', 'audi', 's4', 'see', 'difference', '5k', '30hp', 'sporty', 'suspension', 'shouldnt', 'load', '3', '0', 'rather', 'going', 's4oh', 'anyone', 'know', 'possible', 'improvements', 'one', '2003']"
